operator_id,operator_name,factory_id,primary_shift,experience_years,skill_level,safety_training_status,attendance_rate,operator_error_factor
OPR0957,Neha Verma,FAC001,Evening,12.0,Senior,Certified,0.89,0.006
OPR0958,Ishaan Nair,FAC002,Evening,9.1,Senior,Certified,0.882,0.006
OPR0959,Ananya Sharma,FAC008,Evening,2.0,Junior,Certified,0.877,0.032
OPR0960,Vikram Yadav,FAC002,Evening,13.0,Senior,Certified,0.984,0.006
OPR0961,Simran Gupta,FAC005,Morning,12.2,Senior,Certified,0.862,0.006
OPR0962,Rahul Patel,FAC009,Morning,13.6,Senior,Certified,0.953,0.006
OPR0963,Riya Nair,FAC008,Morning,3.5,Intermediate,Certified,0.913,0.016
OPR0964,Meera Mehta,FAC007,Night,10.1,Senior,Certified,0.978,0.006
OPR0965,Rohan Reddy,FAC006,Night,18.4,Senior,Certified,0.838,0.006
OPR0966,Aarav Sharma,FAC002,Morning,8.2,Senior,Certified,0.867,0.006
OPR0967,Vivaan Sharma,FAC002,Evening,5.6,Intermediate,Certified,0.955,0.016
OPR0968,Kavya Patel,FAC003,Evening,15.5,Senior,Not Certified,0.992,0.026
OPR0969,Pooja Kumar,FAC010,Morning,2.4,Junior,Certified,0.807,0.032
OPR0970,Kavya Verma,FAC002,Evening,18.6,Senior,Expired,0.956,0.026
OPR0971,Pooja Verma,FAC010,Evening,1.7,Junior,Certified,0.943,0.032
OPR0972,Vikram Nair,FAC005,Morning,6.0,Intermediate,Certified,0.93,0.016
OPR0973,Rahul Gupta,FAC006,Morning,18.9,Senior,Certified,0.855,0.006
OPR0974,Aarav Reddy,FAC005,Evening,10.2,Senior,Certified,0.8,0.006
OPR0975,Neha Kumar,FAC006,Evening,10.8,Senior,Certified,0.877,0.006
OPR0976,Aarav Gupta,FAC008,Morning,1.4,Junior,Certified,0.917,0.032
OPR0977,Arjun Reddy,FAC006,Morning,16.6,Senior,Certified,0.839,0.006
OPR0978,Rahul Singh,FAC001,Morning,17.3,Senior,Certified,0.934,0.006
OPR0979,Ananya Patel,FAC008,Morning,9.0,Senior,Certified,0.813,0.006
OPR0980,Nitin Mehta,FAC003,Morning,1.3,Junior,Certified,0.879,0.032
OPR0981,Arjun Verma,FAC003,Morning,14.0,Senior,Certified,0.902,0.006
OPR0982,Aarav Yadav,FAC002,Night,0.6,Junior,Certified,0.881,0.032
OPR0983,Meera Kumar,FAC009,Evening,8.5,Senior,Certified,0.925,0.006
OPR0984,Sai Sharma,FAC004,Night,12.2,Senior,Not Certified,0.961,0.026
OPR0985,Kavya Nair,FAC003,Morning,12.2,Senior,Certified,0.778,0.006
OPR0986,Aarav Singh,FAC004,Evening,4.4,Intermediate,Certified,0.918,0.016
OPR0987,Aman Verma,FAC002,Evening,3.2,Intermediate,Certified,0.899,0.016
OPR0988,Neha Singh,FAC003,Evening,4.0,Intermediate,Certified,0.831,0.016
OPR0989,Aditya Mehta,FAC009,Evening,15.2,Senior,Certified,0.957,0.006
OPR0990,Simran Mehta,FAC002,Evening,17.4,Senior,Certified,0.919,0.006
OPR0991,Arjun Singh,FAC010,Evening,3.9,Intermediate,Certified,0.816,0.016
OPR0992,Neha Gupta,FAC009,Morning,14.3,Senior,Certified,0.774,0.006
OPR0993,Ananya Gupta,FAC008,Evening,8.2,Senior,Expired,0.979,0.026
OPR0994,Sai Verma,FAC009,Night,11.8,Senior,Certified,0.804,0.006
OPR0995,Aman Gupta,FAC004,Evening,7.7,Intermediate,Certified,0.883,0.016
OPR0996,Simran Verma,FAC005,Evening,16.0,Senior,Certified,0.879,0.006
OPR0997,Ananya Patel,FAC010,Evening,18.0,Senior,Certified,0.867,0.006
OPR0998,Nitin Singh,FAC006,Evening,10.2,Senior,Certified,0.813,0.006
OPR0999,Aman Patel,FAC006,Evening,13.9,Senior,Certified,0.955,0.006
OPR1000,Aditya Singh,FAC002,Evening,16.5,Senior,Certified,0.794,0.006
